,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,encode_type,cluster,varX,varY,varZ
5160,photo,43,0,0,43,0,0,0,0,0,1,2,-0.4851836291857474,-0.12411200007724786,0.3529611164059204
5161,video,176,472,182,112,59,2,2,1,0,3,0,0.8019215792925386,-0.7291498572593225,-0.5577853014200819
5162,video,110,369,159,73,33,2,2,0,0,3,0,0.4953890118627533,-0.6724264386086912,-0.26936690887977466
5163,photo,20,1,0,20,0,0,0,0,0,1,2,-0.4990369524112066,-0.17294411104515406,0.3651284593889786
5164,photo,18,1,0,18,0,0,0,0,0,1,2,-0.5002595426830689,-0.17717378386703703,0.3662180843253724
5165,photo,26,1,0,25,1,0,0,0,0,1,2,-0.48956873719823935,-0.16409601823486109,0.3658849072211461
5166,video,148,348,169,90,53,3,1,1,0,3,0,0.677983767054333,-0.7011961509914832,-0.5182056850927802
5167,photo,28,0,0,28,0,0,0,0,0,1,2,-0.4943530562247146,-0.15583454624136975,0.3611333034288738
5168,photo,28,1,0,28,0,0,0,0,0,1,2,-0.49414659132375743,-0.1560254197576224,0.36076995964340347
5169,video,173,477,204,101,68,0,2,0,2,3,0,1.1474214243097438,-0.9767506561940296,0.05022796620112901
5170,video,145,326,148,81,59,2,3,0,0,3,0,0.6799495104261215,-0.7014951133347669,-0.1010745907288644
5171,video,122,287,116,80,40,0,1,1,0,3,0,0.4273808894854234,-0.6459097048782001,-0.7400857128908762
5172,video,134,420,169,76,56,1,1,0,0,3,0,0.6135008590621871,-0.7101849109454174,-0.34484539192347374
5173,video,157,413,200,102,53,0,0,2,0,3,0,0.7119810001434501,-0.7655269913379672,-1.1416285400950559
5174,video,25,0,8,25,0,0,0,0,0,3,0,-0.20922944934680188,-0.45015102156258635,-0.48703801893703397
5175,video,106,194,94,61,43,1,1,0,0,3,0,0.3409581773222238,-0.5948698947824462,-0.29643073660450625
5176,video,64,107,39,57,7,0,0,0,0,3,0,-0.06757212695873552,-0.4486528888527249,-0.520380572498618
5177,video,144,250,228,85,54,0,4,0,1,3,0,0.9542921030654943,-0.8999437961875415,0.027670457389709746
5178,video,47,0,9,46,0,1,0,0,0,3,0,-0.1765133944198888,-0.40175447045598073,-0.42964760482586767
5179,video,198,373,187,125,70,1,2,0,0,3,0,0.7969234258137949,-0.6625669763158659,-0.2405075151831045
5180,photo,29,0,0,29,0,0,0,0,0,1,2,-0.49374176108878354,-0.1537197098304282,0.360588490960677
5181,video,159,306,206,91,64,0,3,0,1,3,0,0.9531181911301012,-0.8700451457287779,-0.026190040080108605
5182,photo,29,0,0,29,0,0,0,0,0,1,2,-0.49374176108878354,-0.1537197098304282,0.360588490960677
5183,photo,17,0,0,16,0,1,0,0,0,1,2,-0.4835878684255509,-0.17614145019614402,0.4365475077242799
5184,video,214,528,265,136,78,0,0,0,0,3,0,0.9247322660448085,-0.7299600080136444,-0.47943746270120174
5185,video,195,525,287,119,73,0,3,0,0,3,0,1.044987877728683,-0.8443970382847629,-0.2893606887491032
5186,video,132,385,144,98,32,0,2,0,0,3,0,0.44468971565203524,-0.6147334838085078,-0.42935945967332684
5187,photo,22,0,0,22,0,0,0,0,0,1,2,-0.4980208270403016,-0.16852356470701846,0.36440217823805526
5188,video,113,183,120,74,38,0,0,0,1,3,0,0.4734998726819218,-0.6804403478249523,-0.2569790495524391
5189,photo,21,2,0,20,0,1,0,0,0,1,2,-0.48072975807991203,-0.1680638515848835,0.43364157028055145
5190,video,204,358,144,164,36,2,2,0,0,3,0,0.5413090592915676,-0.46676278677216076,-0.3038318503199267
5191,status,43,0,1,42,1,0,0,0,0,2,2,-0.3412388215715793,-0.26868046927773553,-0.06778150463675306
5192,photo,20,1,0,20,0,0,0,0,0,1,2,-0.4990369524112066,-0.17294411104515406,0.3651284593889786
5193,video,138,321,149,85,51,2,0,0,0,3,0,0.5076396646009352,-0.6155661775913066,-0.32744319543768796
5194,photo,20,0,0,19,1,0,0,0,0,1,2,-0.4934429729147834,-0.17659416318425716,0.36951712581579776
5195,video,197,324,163,158,37,1,1,0,0,3,0,0.5113146127316048,-0.47913189304596254,-0.42049883179789066
5196,video,263,353,198,209,52,1,1,0,0,3,0,0.7068887072622824,-0.4407170342145735,-0.4081878405382781
5197,photo,51,0,0,51,0,0,0,0,0,1,2,-0.4802932680982982,-0.10719330878971625,0.3486026166603453
5198,video,212,342,120,168,42,1,1,0,0,3,0,0.4767431413677699,-0.42334539896457885,-0.41315050820164745
5199,video,145,402,153,86,57,0,1,0,1,3,0,0.7479547953555673,-0.7867663594408331,-0.21240468856429026
5200,photo,29,0,0,29,0,0,0,0,0,1,2,-0.49374176108878354,-0.1537197098304282,0.360588490960677
5201,video,150,354,175,88,57,1,3,0,1,3,0,0.8792912167627371,-0.8347272845639748,0.003911119832894942
5202,video,221,388,225,115,100,2,4,0,0,3,0,1.1547338226217836,-0.8170919912216613,0.06315102980248602
5203,video,92,182,122,61,29,2,0,0,0,3,0,0.27520224403810384,-0.5724909138260893,-0.3392197080188728
5204,photo,24,0,2,24,0,0,0,0,0,1,2,-0.49324198148439574,-0.16646618488451173,0.3632225958341767
5205,video,213,305,221,123,86,1,2,0,1,3,0,1.1169017799592371,-0.8301103166040437,0.03547329765516659
5206,photo,40,2,0,39,1,0,0,0,0,1,2,-0.4808041403942462,-0.1346791819979333,0.35789418888091906
5207,photo,40,0,2,40,0,0,0,0,0,1,2,-0.48346125930949735,-0.13262880230944846,0.3545055963430266
5208,video,219,437,247,146,70,1,2,0,0,3,0,0.9296620358509098,-0.6955401067075516,-0.2779013033098856
5209,video,245,305,185,209,35,1,0,0,0,3,0,0.5234608561905431,-0.3668274654291893,-0.515370292788773
5210,photo,23,0,0,22,1,0,0,0,0,1,2,-0.49160908750698995,-0.17024965395143288,0.3678826884112072
5211,video,218,635,349,163,52,1,1,0,1,3,0,1.177685892345318,-0.8675806198254822,-0.29635627863227065
5212,video,303,604,291,198,100,3,1,1,0,3,0,1.3151419867722165,-0.7352935062199063,-0.5119648681168979
5213,video,214,462,167,143,69,0,0,2,0,3,0,0.7910705012097956,-0.6799460942066687,-1.1245972357952523
5214,video,179,390,224,123,49,4,3,0,0,3,0,0.8260594241176975,-0.6800318646945014,-0.047681292805089974
5215,video,177,373,227,141,34,1,1,0,0,3,0,0.6056043260571308,-0.5887720225751429,-0.4423610348055585
5216,video,57,1,14,57,0,0,0,0,0,3,0,-0.17879277424391787,-0.38918400892684124,-0.5051052341072587
5217,video,145,328,174,113,29,0,1,1,1,3,0,0.6608173436018984,-0.7397020904482933,-0.6178310733406874
5218,photo,15,0,0,15,0,0,0,0,0,1,2,-0.5022998929918193,-0.18332741958360865,0.3682158655154335
5219,video,14,0,6,14,0,0,0,0,0,3,0,-0.21950995112608787,-0.4712419290835664,-0.4809551243193835
5220,video,125,254,145,90,33,2,0,0,0,3,0,0.3743391697487679,-0.5567892775494615,-0.3682924923339189
5221,video,209,275,129,173,35,1,0,0,0,3,0,0.3956851363150919,-0.37641116675296826,-0.4823379212800018
5222,photo,17,0,0,17,0,0,0,0,0,1,2,-0.5010773027199571,-0.1790977467617258,0.36712624057903964
5223,video,151,218,230,112,34,3,2,0,0,3,0,0.6388128536667246,-0.6348972753735704,-0.16658620877893146
5224,video,163,269,243,105,53,1,4,0,0,3,0,0.8366053581089836,-0.7590219823804464,-0.12143298506710883
5225,video,173,360,156,107,61,1,2,0,2,3,0,1.0148012275934577,-0.8724406466543682,0.13614217697659842
5226,video,233,3360,335,198,35,0,0,0,0,3,0,1.3961052989923688,-1.141202366031131,-1.6950158849891135
5227,photo,8,0,0,7,0,1,0,0,0,1,2,-0.4890895246489313,-0.19517497789461716,0.4414508199380518
5228,video,10,0,8,10,0,0,0,0,0,3,0,-0.21839887638576908,-0.48187356772670825,-0.47886583191408066
5229,video,147,346,94,103,40,3,1,0,0,3,0,0.41498147823756193,-0.5197390063070184,-0.2472297368256477
5230,video,182,338,196,110,68,3,1,0,0,3,0,0.7785065514003559,-0.6625256051121946,-0.15527021981272865
5231,video,46,0,10,44,1,0,1,0,0,3,0,-0.1462445425335369,-0.4351317303527577,-0.42795989857896405
5232,video,120,247,109,86,30,3,0,1,0,3,0,0.35912565931325086,-0.5642442105366473,-0.6227207273935772
5233,video,146,396,170,104,38,1,2,1,0,3,0,0.6072550943982066,-0.6873516621592181,-0.6672400974870797
5234,video,189,391,138,142,45,1,1,0,0,3,0,0.5222077641367862,-0.5124128526730655,-0.4071573162044849
5235,photo,35,0,0,35,0,0,0,0,0,1,2,-0.49007399027319665,-0.14103069136477955,0.3573196161514956
5236,photo,21,1,0,21,0,0,0,0,0,1,2,-0.49842565727527544,-0.1708292746342126,0.3645836469207816
5237,photo,25,1,1,25,0,0,0,0,0,1,2,-0.49420234908952926,-0.16345607549013483,0.3623594183142518
5238,video,239,404,190,197,40,0,1,0,1,3,0,0.7730126359343465,-0.5632451681922532,-0.33443844619713425
5239,photo,13,0,0,13,0,0,0,0,0,1,2,-0.5035224832636818,-0.1875570924054916,0.3693054904518273
5240,video,183,419,215,123,56,0,4,0,0,3,0,0.8299253208923092,-0.7294232531398973,-0.24291669692801707
5241,photo,95,0,4,88,0,0,7,0,0,1,2,-0.1607467066082304,-0.1821384760635128,0.7905376722390965
5242,photo,53,1,2,53,0,0,0,0,0,1,2,-0.4753079576414354,-0.10532680248346217,0.3470596904709965
5243,video,146,304,169,111,31,2,2,0,0,3,0,0.5101558058195149,-0.5870651629445458,-0.2738632442994069
5244,video,109,358,139,76,31,1,1,0,0,3,0,0.3870627176094054,-0.6226141268367519,-0.40798146954083475
5245,photo,43,1,0,43,0,0,0,0,0,1,2,-0.4849771642847903,-0.12430287359350052,0.35259777262045
5246,video,158,333,164,110,47,0,0,1,0,3,0,0.5440471281443905,-0.6341982326392394,-0.8169783136241346
5247,photo,17,0,0,17,0,0,0,0,0,1,2,-0.5010773027199571,-0.1790977467617258,0.36712624057903964
5248,video,136,319,226,98,34,0,4,0,0,3,0,0.6724975867277005,-0.7371804599076228,-0.27002799655655985
5249,photo,20,0,0,20,0,0,0,0,0,1,2,-0.49924341731216365,-0.17275323752890145,0.36549180317444907
5250,video,104,299,136,61,40,0,2,0,1,3,0,0.6135810945912553,-0.793433508244874,-0.15372499687773364
5251,video,30,0,9,29,1,0,0,0,0,3,0,-0.19859440162774422,-0.44450391166292313,-0.48578173737041197
5252,video,124,305,109,91,30,1,2,0,0,3,0,0.36693624051689877,-0.5677290184304503,-0.33298857954659455
5253,photo,17,0,0,16,1,0,0,0,0,1,2,-0.4952768583225769,-0.18293867241708153,0.37115156322038845
5254,video,165,413,227,107,52,2,4,0,0,3,0,0.8507978417433568,-0.7581025296829982,-0.10872851086747314
5255,photo,6,0,0,6,0,0,0,0,0,1,2,-0.5078015492151997,-0.20236094728208184,0.37311917772920555
5256,photo,21,2,0,21,0,0,0,0,0,1,2,-0.49821919237431816,-0.17102014815046523,0.3642203031353113
5257,video,144,220,178,96,47,1,0,0,0,3,0,0.5013289701545498,-0.602689776419254,-0.38084128890352037
5258,photo,36,0,0,36,0,0,0,0,0,1,2,-0.4894626951372653,-0.1389158549538381,0.3567748036832987
5259,photo,17,0,0,17,0,0,0,0,0,1,2,-0.5010773027199571,-0.1790977467617258,0.36712624057903964
5260,video,205,257,275,125,73,1,5,0,1,3,0,1.245087246960933,-0.9167241208706101,0.20226570419272355
5261,photo,29,0,1,29,0,0,0,0,0,1,2,-0.49196363344676175,-0.1548058563301163,0.36054351222693465
5262,video,162,386,296,106,52,1,1,0,2,3,0,1.1693879295524285,-0.994779682890216,0.023579432192127953
5263,video,166,384,294,107,58,0,1,0,0,3,0,0.8420069767305917,-0.7820451595475021,-0.4161919782091737
5264,photo,38,0,0,37,0,0,1,0,0,1,2,-0.44744909558811574,-0.15806523689716492,0.42226899576324556
5265,video,199,432,247,162,27,1,8,0,1,3,0,1.083315845388611,-0.825858486838469,0.1577954306363471
5266,video,186,398,302,145,35,3,3,0,0,3,0,0.8719885094968347,-0.7006577623142056,-0.18368585572225585
5267,photo,18,0,0,18,0,0,0,0,0,1,2,-0.5004660075840262,-0.1769829103507843,0.36658142811084277
5268,video,174,332,145,155,18,0,1,0,0,3,0,0.3392023684118234,-0.43972819074707326,-0.5559676754366298
5269,video,38,0,14,38,0,0,0,0,0,3,0,-0.19061384672756682,-0.42917502721847617,-0.4943904534260474
5270,video,156,464,288,94,56,1,4,0,1,3,0,1.1415891151119706,-0.9853070364607274,0.018150326084076195
5271,photo,19,0,1,19,0,0,0,0,0,1,2,-0.4980765848060731,-0.1759542204395309,0.36599163690890346
5272,video,122,307,131,87,33,0,0,1,1,3,0,0.5483730722606824,-0.7296153324282659,-0.6462186079773056
5273,video,110,335,123,77,31,1,1,0,0,3,0,0.35447527775097437,-0.5987308555569896,-0.3994497152033348
5274,video,164,626,184,119,44,0,1,0,0,3,0,0.6139486303046536,-0.6592171491618538,-0.5544384056238459
5275,photo,15,0,0,15,0,0,0,0,0,1,2,-0.5022998929918193,-0.18332741958360865,0.3682158655154335
5276,video,148,347,146,104,39,1,3,0,1,3,0,0.7206496714126995,-0.7369859324847295,-0.06360727299816858
5277,photo,6,0,0,6,0,0,0,0,0,1,2,-0.5078015492151997,-0.20236094728208184,0.37311917772920555
5278,video,106,324,138,82,21,1,2,0,0,3,0,0.3592174632305307,-0.6063525882289499,-0.3676177740936546
5279,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
5280,photo,26,0,0,26,0,0,0,0,0,1,2,-0.49557564649657665,-0.16006421906325266,0.3622229283652677
5281,photo,20,0,0,20,0,0,0,0,0,1,2,-0.49924341731216365,-0.17275323752890145,0.36549180317444907
5282,video,95,295,84,55,35,0,4,1,0,3,0,0.4489983613232057,-0.7207131241324715,-0.5472183692112911
5283,video,150,526,255,114,36,0,0,0,0,3,0,0.6237965064331112,-0.6927474487595683,-0.612456540764884
5284,video,18,1,3,18,0,0,0,0,0,3,0,-0.22219268860747118,-0.45971501745698884,-0.4833627817764144
5285,video,146,864,199,107,37,0,0,1,1,3,0,0.8221595626031695,-0.8743974717186115,-0.8486338590501347
5286,video,163,341,173,109,53,0,1,0,0,3,0,0.5871394339101135,-0.6295537528424228,-0.4136179444532767
5287,video,150,398,187,105,38,2,3,1,1,3,0,0.8702069084146473,-0.8320228063246747,-0.33833585210795125
5288,video,115,281,151,81,33,0,0,1,0,3,0,0.40270338153997226,-0.6473179117936578,-0.830427294087439
5289,video,155,375,233,112,41,0,2,0,0,3,0,0.6671422144852329,-0.6954188805647709,-0.4060319121180802
5290,video,168,703,160,116,49,0,3,0,0,3,0,0.7002007853550355,-0.7053502860842256,-0.43022139012861477
5291,video,158,623,155,114,37,1,2,2,2,3,0,1.025368703449786,-0.964688991498046,-0.6851282913075021
5292,video,163,1138,200,116,43,3,0,0,1,3,0,0.9249593461244311,-0.8542101938542426,-0.40642087214345135
5293,photo,19,0,1,18,1,0,0,0,0,1,2,-0.49227614040869294,-0.1797951460948867,0.37001695955025227
5294,video,182,353,126,125,50,2,4,0,1,3,0,0.8291952745425443,-0.7071767460250156,0.09687224826157799
5295,photo,29,0,1,29,0,0,0,0,0,1,2,-0.49196363344676175,-0.1548058563301163,0.36054351222693465
5296,video,164,447,170,117,39,3,4,0,1,3,0,0.8695218249579356,-0.7657698791614922,0.0956882106606446
5297,photo,23,0,0,23,0,0,0,0,0,1,2,-0.4974095319043704,-0.16640872829607697,0.3638573657698582
5298,photo,7,0,0,7,0,0,0,0,0,1,2,-0.5071902540792685,-0.20024611087114047,0.37257436526100873
5299,video,116,250,111,68,45,0,2,1,0,3,0,0.4769765103885014,-0.6886893537860489,-0.6364377941274936
5300,video,16,0,0,15,1,0,0,0,0,3,0,-0.22315568230897548,-0.46433630291891065,-0.47774955421197446
5301,video,143,417,163,95,41,3,4,0,0,3,0,0.6780595851905351,-0.6906725700341865,-0.07017465465911021
5302,photo,18,0,0,17,1,0,0,0,0,1,2,-0.4946655631866456,-0.1808238360061402,0.37060675075219157
5303,photo,8,0,1,7,1,0,0,0,0,1,2,-0.49900038690393556,-0.20305834661524277,0.37600989670041823
5304,video,144,383,196,87,54,0,3,0,0,3,0,0.7124757508860764,-0.7533327370115235,-0.282368500749337
5305,video,158,324,215,119,33,1,5,0,0,3,0,0.7198989993350461,-0.6962426474958769,-0.1513560621928459
5306,photo,6,0,0,6,0,0,0,0,0,1,2,-0.5078015492151997,-0.20236094728208184,0.37311917772920555
5307,photo,22,0,0,22,0,0,0,0,0,1,2,-0.4980208270403016,-0.16852356470701846,0.36440217823805526
5308,video,121,442,104,73,48,0,0,0,0,3,0,0.38983395463399384,-0.6201273157230137,-0.5110404407163824
5309,photo,26,0,1,26,0,0,0,0,0,1,2,-0.4937975188545552,-0.16115036556294077,0.36217794963152533
5310,video,153,339,187,107,42,1,2,0,1,3,0,0.7715679851224415,-0.7575604909880714,-0.11977656223111947
5311,photo,10,0,0,10,0,0,0,0,0,1,2,-0.5053563686714753,-0.19390160163831602,0.37093992785641794
5312,photo,13,0,0,13,0,0,0,0,0,1,2,-0.5035224832636818,-0.1875570924054916,0.3693054904518273
5313,video,202,323,166,132,67,0,3,0,0,3,0,0.7576049226179459,-0.6365674527307419,-0.23848844042672832
5314,video,29,0,1,29,0,0,0,0,0,3,0,-0.2192311622972291,-0.43408865042100386,-0.488902417673625
5315,video,151,328,135,92,52,0,3,0,4,3,0,1.2716729330658252,-1.1095400272789175,0.5147737261893252
5316,video,132,263,43,106,25,0,0,1,0,3,0,0.17093769011618729,-0.4598987423059437,-0.8604937957949368
5317,video,145,142,97,93,52,0,0,0,0,3,0,0.35332045170455995,-0.5198698641082299,-0.39869666261039244
5318,video,150,388,201,98,47,0,4,0,1,3,0,0.8978394730969227,-0.8573828878856893,-0.05270269249278692
5319,video,12,1,3,12,0,0,0,0,0,3,0,-0.22586045942305802,-0.47240403592263774,-0.4800939069672329
5320,video,193,631,206,133,57,2,0,1,0,3,0,0.7946336719147437,-0.6951740825088724,-0.7671165441944192
5321,video,214,530,209,141,65,4,3,0,1,3,0,1.1140801259217903,-0.7917589896596842,0.14403172124477154
5322,photo,24,1,0,23,1,0,0,0,0,1,2,-0.4907913274701017,-0.1683256910567439,0.3669745321575397
5323,video,27,0,0,27,0,0,0,0,0,3,0,-0.22223188021111323,-0.43723217674319875,-0.4877678140034889
5324,video,187,544,142,124,55,2,5,0,1,3,0,0.9699298198415557,-0.7930214326115627,0.11074029337895178
5325,video,173,429,166,132,37,2,0,2,0,3,0,0.606780579135653,-0.6304472004166942,-1.080192391177593
5326,photo,48,4,2,48,0,0,0,0,0,1,2,-0.47774503861821965,-0.11647360508692742,0.34869372145556976
5327,video,190,511,197,142,46,0,1,0,1,3,0,0.8124004785545713,-0.7179441979973695,-0.3227833355889244
5328,photo,13,0,0,13,0,0,0,0,0,1,2,-0.5035224832636818,-0.1875570924054916,0.3693054904518273
5329,video,226,556,268,146,79,0,1,0,0,3,0,0.989774661503516,-0.7404048494570511,-0.425674634856274
5330,photo,15,0,0,15,0,0,0,0,0,1,2,-0.5022998929918193,-0.18332741958360865,0.3682158655154335
5331,video,154,467,111,89,59,0,4,1,1,3,0,0.8793819393642291,-0.8641376859848905,-0.34989438121959615
5332,video,98,346,142,68,28,1,1,0,0,3,0,0.36579394203660115,-0.635322507695073,-0.4098393110902971
5333,video,30,0,4,30,0,0,0,0,0,3,0,-0.21328548423523297,-0.4352322535091266,-0.48958216634304913
5334,video,157,499,220,128,24,1,4,0,0,3,0,0.6713146912230181,-0.6792436960860608,-0.3174330266391625
5335,video,140,262,166,92,48,0,0,0,0,3,0,0.47452879384974006,-0.6129292739703115,-0.45877867771947345
5336,video,125,323,146,84,40,0,1,0,0,3,0,0.4367786270269712,-0.6272238241544464,-0.4374896510498182
5337,video,170,472,200,122,45,1,2,0,0,3,0,0.6783517366142574,-0.6587756370432902,-0.36244159040753154
5338,photo,25,0,0,25,0,0,0,0,0,1,2,-0.4961869416325078,-0.16217905547419417,0.3627677408334647
5339,photo,22,1,0,22,0,0,0,0,0,1,2,-0.4978143621393443,-0.16871443822327115,0.36403883445258484
5340,photo,19,0,0,19,0,0,0,0,0,1,2,-0.49985471244809493,-0.1748680739398428,0.36603661564264584
5341,video,144,347,119,84,56,2,1,0,1,3,0,0.7047100150296864,-0.7317006526819639,-0.05552947929885004
5342,video,150,379,166,99,48,0,3,0,0,3,0,0.6271711664529019,-0.6842502755580862,-0.3069865742524594
5343,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
5344,photo,27,0,0,27,0,0,0,0,0,1,2,-0.4949643513606457,-0.15794938265231123,0.3616781158970707
5345,video,218,354,155,177,38,2,1,0,0,3,0,0.5394106151704869,-0.4326419909960406,-0.3690337875376103
5346,video,163,347,185,122,39,0,1,1,0,3,0,0.581722247018147,-0.6417570058278828,-0.7913525064847433
5347,photo,23,1,0,22,1,0,0,0,0,1,2,-0.4914026226060327,-0.1704405274676855,0.36751934462573654
5348,photo,32,1,0,32,0,0,0,0,0,1,2,-0.49170141078003277,-0.14756607411385658,0.3585907097706159
5349,video,152,333,104,98,49,1,2,1,1,3,0,0.715949130635983,-0.7470636194815425,-0.4038014311948989
5350,photo,21,1,0,21,0,0,0,0,0,1,2,-0.49842565727527544,-0.1708292746342126,0.3645836469207816
5351,video,135,326,122,86,44,1,1,0,3,3,0,0.9562823921187806,-0.9345724529042916,0.23228345163694064
5352,photo,38,1,0,38,0,0,0,0,0,1,2,-0.488033639964446,-0.1348770556482079,0.3553218349614345
5353,video,189,329,144,111,77,0,1,0,0,3,0,0.6882004925513354,-0.6329614912004963,-0.3255108165298536
5354,video,237,507,225,155,80,0,0,1,1,3,0,1.0997298781111113,-0.807205125192932,-0.596578635742419
5355,video,189,442,202,115,66,4,2,2,0,3,0,0.9680317148031914,-0.7904248079462611,-0.706507569372308
5356,photo,22,1,0,21,1,0,0,0,0,1,2,-0.492013917741964,-0.17255536387862688,0.36806415709393364
5357,video,194,419,218,110,83,0,0,0,1,3,0,1.0070170021184761,-0.8334687598347644,-0.21012638989345991
5358,video,156,847,217,116,39,0,1,0,0,3,0,0.6843630025285531,-0.7349570937541495,-0.6519897938874729
5359,video,232,567,302,137,90,0,2,0,3,3,0,1.675521054261059,-1.1739581398808752,0.2661020092229953
5360,photo,46,1,1,46,0,0,0,0,0,1,2,-0.48136515123497503,-0.11904451086036419,0.35091835648211717
5361,video,174,487,231,123,51,0,0,0,0,3,0,0.6747470611103132,-0.6660936766009423,-0.5499023031382163
5362,video,169,436,147,121,44,3,0,1,0,3,0,0.5768760592149306,-0.5917388471353957,-0.6634431886924594
5363,video,42,0,5,41,0,0,1,0,0,3,0,-0.16338080568475025,-0.43431941784272726,-0.4295810776788135
5364,video,207,995,191,127,78,1,1,0,0,3,0,0.9435713069023769,-0.7739497122029303,-0.5059718127799939
5365,photo,24,0,0,24,0,0,0,0,0,1,2,-0.4967982367684391,-0.1642938918851356,0.3633125533016615
5366,video,208,502,156,133,71,2,1,0,1,3,0,0.9286323520931482,-0.7237378227196676,-0.08800013753960034
5367,video,71,0,11,71,0,0,0,0,0,3,0,-0.17577549016790414,-0.35612698615834376,-0.5122343286753179
5368,video,218,469,182,130,85,0,1,1,1,3,0,1.0736033469493032,-0.8360132069386195,-0.48377561922479767
5369,photo,5,0,0,5,0,0,0,0,0,1,2,-0.5084128443511308,-0.20447578369302324,0.3736639901974025
5370,photo,19,1,0,19,0,0,0,0,0,1,2,-0.4996482475471377,-0.17505894745609546,0.3656732718571754
5371,video,172,501,227,103,66,1,2,0,0,3,0,0.8553805876934495,-0.7700666904467842,-0.29075083546528663
5372,photo,14,0,0,13,1,0,0,0,0,1,2,-0.4971107437303701,-0.1892831816499059,0.3727860006249791
5373,video,207,1122,180,126,79,1,0,0,1,3,0,1.0868274705665313,-0.8805664022429851,-0.4176104647036669
5374,video,219,590,125,160,55,1,2,0,1,3,0,0.828898017594745,-0.648481490984313,-0.19181559945562995
5375,photo,28,0,0,28,0,0,0,0,0,1,2,-0.4943530562247146,-0.15583454624136975,0.3611333034288738
5376,photo,25,1,0,25,0,0,0,0,0,1,2,-0.49598047673155093,-0.16236992899044672,0.36240439704799404
5377,video,158,853,241,96,60,1,1,0,0,3,0,0.8687982122540718,-0.8356433202191866,-0.5023859285329413
5378,video,226,524,133,117,106,2,0,0,1,3,0,1.065505501225491,-0.7759419583596961,-0.03046333894055434
5379,video,163,857,195,111,51,0,1,0,0,3,0,0.7211932421337295,-0.7442578589112168,-0.6101435151810392
5380,video,193,544,234,115,76,1,1,0,0,3,0,0.9067561044798298,-0.7564959143020424,-0.34446112181169847
5381,photo,46,0,0,46,0,0,0,0,0,1,2,-0.48334974377795403,-0.11776749084442353,0.3513266790013298
5382,video,132,722,161,84,44,1,2,0,1,3,0,0.8031764144366796,-0.854518654661428,-0.23827607787415508
5383,photo,18,0,0,18,0,0,0,0,0,1,2,-0.5004660075840262,-0.1769829103507843,0.36658142811084277
5384,video,163,767,176,98,64,0,1,0,0,3,0,0.7442327530151159,-0.7563744924740297,-0.5242587842100639
5385,video,128,630,140,79,44,0,5,0,0,3,0,0.6776942858751555,-0.7818405270953193,-0.2679641995606148
5386,video,14,0,0,14,0,0,0,0,0,3,0,-0.23017871697821807,-0.46472505008543785,-0.4806852519169295
5387,video,114,324,148,68,43,0,3,0,0,3,0,0.5328004524634447,-0.7111310776869182,-0.2867064131958804
5388,video,153,423,104,77,73,0,2,1,0,3,0,0.6852784079160409,-0.7434044177450684,-0.6064304452431991
5389,video,133,333,116,54,75,1,1,1,1,3,0,0.8356925998121525,-0.8767642815597277,-0.3559151674453391
5390,video,143,1366,203,101,42,0,0,0,0,3,0,0.7352879862847691,-0.8344509932367381,-0.8873608032799597
5391,photo,11,0,0,11,0,0,0,0,0,1,2,-0.5047450735355441,-0.19178676522737456,0.37039511538822106
5392,video,61,83,64,55,6,0,0,0,0,3,0,-0.03570842333633897,-0.4737291705323325,-0.5151756752276444
5393,photo,7,0,0,7,0,0,0,0,0,1,2,-0.5071902540792685,-0.20024611087114047,0.37257436526100873
5394,video,5,0,0,5,0,0,0,0,0,3,0,-0.2356803732015983,-0.48375857778391085,-0.4757819397031574
5395,photo,18,0,1,18,0,0,0,0,0,1,2,-0.49868787994200425,-0.17806905685047245,0.3665364493771005
5396,video,222,1800,183,142,67,3,8,2,0,3,0,1.4678564303570398,-1.1062762087744133,-0.882945687956371
5397,photo,41,1,0,41,0,0,0,0,0,1,2,-0.4861997545566526,-0.12853254641538345,0.35368739755684386
5398,video,149,429,117,95,50,2,2,0,0,3,0,0.5555436100120523,-0.6210778127112813,-0.2420956305475715
5399,photo,29,0,0,29,0,0,0,0,0,1,2,-0.49374176108878354,-0.1537197098304282,0.360588490960677
5400,video,30,1,0,30,0,0,0,0,0,3,0,-0.22019152990236254,-0.4310785410266271,-0.48976559519355
5401,video,54,48,40,43,11,0,0,0,0,3,0,-0.06088660224297704,-0.4749895646243444,-0.47743885264224206
5402,video,163,354,150,100,60,1,2,0,0,3,0,0.6478100962094132,-0.6543629768479994,-0.2531245601372966
5403,photo,14,0,1,14,0,0,0,0,0,1,2,-0.5011330604857289,-0.18652840249423816,0.368715699249888
5404,photo,30,0,0,30,0,0,0,0,0,1,2,-0.4931304659528523,-0.15160487341948684,0.36004367849248003
5405,video,182,584,158,105,76,0,0,1,0,3,0,0.7680850232188863,-0.7362213763632485,-0.8042488740123664
5406,photo,13,0,0,13,0,0,0,0,0,1,2,-0.5035224832636818,-0.1875570924054916,0.3693054904518273
