,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,encode_type,weekdays,hours,popularity,positive,negtive,cluster
5663,video,229,695,251,134,87,1,7,0,0,3,1,7,1175,229,0,2
5664,photo,10,0,0,10,0,0,0,0,0,1,1,7,10,10,0,2
5665,photo,7,0,0,6,1,0,0,0,0,1,1,2,7,7,0,2
5666,photo,2,0,0,2,0,0,0,0,0,1,1,2,2,2,0,2
5667,photo,29,1,1,28,1,0,0,0,0,1,1,1,31,29,0,2
5668,video,35,0,0,35,0,0,0,0,0,3,1,1,35,35,0,2
5669,video,22,0,0,22,0,0,0,0,0,3,1,1,22,22,0,2
5670,video,168,449,188,111,57,0,0,0,0,3,1,1,805,168,0,2
5671,photo,11,0,0,11,0,0,0,0,0,1,0,23,11,11,0,3
5672,photo,18,0,0,18,0,0,0,0,0,1,0,22,18,18,0,3
5673,photo,20,0,0,19,1,0,0,0,0,1,0,22,20,20,0,3
5674,photo,33,0,0,33,0,0,0,0,0,1,0,8,33,33,0,2
5675,photo,13,0,0,13,0,0,0,0,0,1,0,7,13,13,0,2
5676,photo,11,0,0,11,0,0,0,0,0,1,0,7,11,11,0,2
5677,photo,11,0,0,11,0,0,0,0,0,1,0,7,11,11,0,2
5678,video,187,722,176,108,77,0,2,0,0,3,0,7,1085,187,0,2
5679,photo,4,0,0,4,0,0,0,0,0,1,0,2,4,4,0,2
5680,photo,7,0,0,7,0,0,0,0,0,1,0,2,7,7,0,2
5681,photo,36,2,1,36,0,0,0,0,0,1,0,1,39,36,0,2
5682,video,55,0,5,53,2,0,0,0,0,3,0,1,60,55,0,2
5683,video,287,709,196,171,109,0,4,1,2,3,0,1,1192,284,3,2
5684,status,137,162,0,136,0,0,1,0,0,2,6,23,299,137,0,3
5685,photo,7,0,1,7,0,0,0,0,0,1,6,23,8,7,0,3
5686,photo,18,0,0,18,0,0,0,0,0,1,6,22,18,18,0,3
5687,photo,241,2,0,234,4,3,0,0,0,1,6,10,243,241,0,0
5688,photo,8,0,0,8,0,0,0,0,0,1,6,7,8,8,0,0
5689,photo,11,0,0,11,0,0,0,0,0,1,6,7,11,11,0,0
5690,photo,19,2,0,19,0,0,0,0,0,1,6,7,21,19,0,0
5691,video,200,752,184,126,74,0,0,0,0,3,6,7,1136,200,0,0
5692,photo,29,3,0,29,0,0,0,0,0,1,6,2,32,29,0,0
5693,photo,9,0,0,8,0,1,0,0,0,1,6,1,9,9,0,0
5694,video,187,415,264,114,70,1,2,0,0,3,6,1,866,187,0,0
5695,photo,14,0,0,14,0,0,0,0,0,1,5,7,14,14,0,0
5696,photo,21,2,0,19,2,0,0,0,0,1,5,7,23,21,0,0
5697,photo,31,4,0,31,0,0,0,0,0,1,5,7,35,31,0,0
5698,video,48,0,3,48,0,0,0,0,0,3,5,7,51,48,0,0
5699,video,170,1762,257,110,54,1,5,0,0,3,5,7,2189,170,0,0
5700,photo,11,0,0,10,1,0,0,0,0,1,5,2,11,11,0,0
5701,photo,4,0,0,4,0,0,0,0,0,1,5,2,4,4,0,0
5702,photo,16,0,0,16,0,0,0,0,0,1,5,1,16,16,0,0
5703,photo,27,3,3,27,0,0,0,0,0,1,5,1,33,27,0,0
5704,video,58,2,0,58,0,0,0,0,0,3,5,1,60,58,0,0
5705,video,258,470,235,139,117,1,1,0,0,3,5,1,963,258,0,0
5706,photo,21,0,0,21,0,0,0,0,0,1,4,7,21,21,0,0
5707,photo,3,0,0,3,0,0,0,0,0,1,4,7,3,3,0,0
5708,video,46,0,0,46,0,0,0,0,0,3,4,7,46,46,0,0
5709,video,264,459,200,116,147,1,0,0,0,3,4,7,923,264,0,0
5710,photo,1,0,0,1,0,0,0,0,0,1,4,2,1,1,0,0
5711,photo,11,0,0,11,0,0,0,0,0,1,4,2,11,11,0,0
5712,video,41,0,2,41,0,0,0,0,0,3,4,2,43,41,0,0
5713,video,196,466,166,128,65,0,1,1,1,3,4,2,828,194,2,0
5714,photo,10,0,0,10,0,0,0,0,0,1,4,1,10,10,0,0
5715,photo,11,2,0,11,0,0,0,0,0,1,4,1,13,11,0,0
5716,video,109,202,167,75,32,0,2,0,0,3,4,1,478,109,0,0
5717,photo,17,1,0,17,0,0,0,0,0,1,3,23,18,17,0,3
5718,photo,20,0,0,20,0,0,0,0,0,1,3,22,20,20,0,3
5719,photo,29,1,0,28,1,0,0,0,0,1,3,7,30,29,0,2
5720,video,50,0,0,50,0,0,0,0,0,3,3,7,50,50,0,2
5721,video,6,0,0,6,0,0,0,0,0,3,3,7,6,6,0,2
5722,video,292,898,262,170,116,3,1,1,1,3,3,7,1452,290,2,2
5723,photo,12,0,0,12,0,0,0,0,0,1,3,2,12,12,0,2
5724,photo,13,0,0,13,0,0,0,0,0,1,3,1,13,13,0,2
5725,video,27,0,0,27,0,0,0,0,0,3,3,1,27,27,0,2
5726,video,7,0,0,7,0,0,0,0,0,3,3,1,7,7,0,2
5727,video,283,519,295,193,88,1,1,0,0,3,3,1,1097,283,0,2
5728,photo,37,6,0,37,0,0,0,0,0,1,2,9,43,37,0,2
5729,photo,9,0,0,9,0,0,0,0,0,1,2,8,9,9,0,2
5730,video,265,664,191,160,101,1,1,1,1,3,2,7,1120,263,2,2
5731,photo,5,0,0,5,0,0,0,0,0,1,2,2,5,5,0,2
5732,photo,18,1,0,17,1,0,0,0,0,1,2,1,19,18,0,2
5733,video,386,1912,394,246,137,1,2,0,0,3,2,1,2692,386,0,2
5734,photo,7,0,0,7,0,0,0,0,0,1,1,22,7,7,0,3
5735,photo,9,0,0,9,0,0,0,0,0,1,1,22,9,9,0,3
5736,photo,15,3,0,14,1,0,0,0,0,1,1,22,18,15,0,3
5737,photo,16,0,0,16,0,0,0,0,0,1,1,22,16,16,0,3
5738,photo,25,2,0,25,0,0,0,0,0,1,1,7,27,25,0,2
5739,photo,23,0,0,23,0,0,0,0,0,1,1,7,23,23,0,2
5740,video,432,924,287,252,173,0,6,0,1,3,1,7,1643,431,1,2
5741,photo,15,0,0,15,0,0,0,0,0,1,1,2,15,15,0,2
5742,photo,23,0,0,23,0,0,0,0,0,1,1,2,23,23,0,2
5743,photo,17,0,0,17,0,0,0,0,0,1,1,1,17,17,0,2
5744,video,55,0,3,55,0,0,0,0,0,3,1,1,58,55,0,2
5745,video,274,1140,300,168,98,0,5,1,2,3,1,1,1714,271,3,2
5746,photo,18,0,0,18,0,0,0,0,0,1,0,22,18,18,0,3
5747,photo,18,0,0,18,0,0,0,0,0,1,0,22,18,18,0,3
5748,photo,38,0,0,37,0,0,1,0,0,1,0,8,38,38,0,2
5749,photo,18,0,0,18,0,0,0,0,0,1,0,8,18,18,0,2
5750,photo,22,0,0,22,0,0,0,0,0,1,0,7,22,22,0,2
5751,photo,61,1,1,61,0,0,0,0,0,1,0,7,63,61,0,2
5752,video,54,0,0,54,0,0,0,0,0,3,0,7,54,54,0,2
5753,video,431,3450,533,329,90,2,9,0,1,3,0,7,4414,430,1,1
5754,photo,11,0,0,11,0,0,0,0,0,1,0,2,11,11,0,2
5755,photo,20,0,0,20,0,0,0,0,0,1,0,2,20,20,0,2
5756,photo,12,0,0,12,0,0,0,0,0,1,0,2,12,12,0,2
5757,photo,16,1,0,16,0,0,0,0,0,1,0,2,17,16,0,2
5758,video,330,2409,397,207,118,0,5,0,0,3,0,1,3136,330,0,1
5759,photo,10,0,0,10,0,0,0,0,0,1,6,8,10,10,0,0
5760,photo,29,0,1,29,0,0,0,0,0,1,6,7,30,29,0,0
5761,photo,44,0,0,43,1,0,0,0,0,1,6,7,44,44,0,0
5762,video,43,0,0,43,0,0,0,0,0,3,6,7,43,43,0,0
5763,video,355,1249,349,245,100,1,5,1,3,3,6,7,1953,351,4,0
5764,photo,51,4,0,51,0,0,0,0,0,1,6,3,55,51,0,0
5765,photo,16,0,0,16,0,0,0,0,0,1,6,2,16,16,0,0
5766,photo,83,13,0,80,2,1,0,0,0,1,6,2,96,83,0,0
5767,photo,42,0,0,40,0,2,0,0,0,1,6,2,42,42,0,0
5768,photo,24,0,1,22,2,0,0,0,0,1,6,1,25,24,0,0
5769,video,17,0,0,16,1,0,0,0,0,3,6,1,17,17,0,0
5770,video,433,1814,451,269,160,0,3,0,1,3,6,1,2698,432,1,0
5771,photo,16,0,0,16,0,0,0,0,0,1,5,22,16,16,0,3
5772,photo,23,0,1,23,0,0,0,0,0,1,5,22,24,23,0,3
5773,photo,20,0,0,20,0,0,0,0,0,1,5,8,20,20,0,0
5774,photo,15,0,0,15,0,0,0,0,0,1,5,7,15,15,0,0
5775,photo,14,0,0,14,0,0,0,0,0,1,5,7,14,14,0,0
5776,video,321,1594,318,164,149,3,1,3,1,3,5,7,2233,317,4,0
5777,photo,30,1,0,30,0,0,0,0,0,1,5,2,31,30,0,0
5778,photo,10,0,0,10,0,0,0,0,0,1,5,2,10,10,0,0
5779,photo,33,0,0,32,1,0,0,0,0,1,5,2,33,33,0,0
5780,photo,37,4,0,37,0,0,0,0,0,1,5,1,41,37,0,0
5781,video,45,2,0,45,0,0,0,0,0,3,5,1,47,45,0,0
5782,video,8,0,0,8,0,0,0,0,0,3,5,1,8,8,0,0
5783,video,22,0,0,22,0,0,0,0,0,3,5,1,22,22,0,0
5784,video,337,2638,270,175,156,1,4,0,1,3,5,1,3245,336,1,1
5785,photo,18,3,0,18,0,0,0,0,0,1,4,8,21,18,0,0
5786,video,233,1039,280,161,70,0,1,1,0,3,4,8,1552,232,1,0
5787,photo,29,0,0,29,0,0,0,0,0,1,4,7,29,29,0,0
5788,video,276,306,285,158,113,2,2,1,0,3,4,7,867,275,1,0
5789,video,158,234,92,108,48,0,2,0,0,3,4,2,484,158,0,0
5790,photo,19,0,0,19,0,0,0,0,0,1,4,2,19,19,0,0
5791,photo,35,0,0,35,0,0,0,0,0,1,4,1,35,35,0,0
5792,photo,41,5,0,41,0,0,0,0,0,1,4,1,46,41,0,0
5793,video,26,0,0,26,0,0,0,0,0,3,4,1,26,26,0,0
5794,video,244,1356,332,176,67,1,0,0,0,3,4,1,1932,244,0,0
5795,photo,22,1,1,22,0,0,0,0,0,1,3,22,24,22,0,3
5796,photo,29,0,1,29,0,0,0,0,0,1,3,8,30,29,0,2
5797,video,40,0,0,40,0,0,0,0,0,3,3,8,40,40,0,2
5798,video,256,2979,434,195,50,2,9,0,0,3,3,8,3669,256,0,1
5799,photo,12,0,0,12,0,0,0,0,0,1,3,7,12,12,0,2
5800,video,15,0,0,15,0,0,0,0,0,3,3,7,15,15,0,2
5801,video,19,0,0,19,0,0,0,0,0,3,3,7,19,19,0,2
5802,video,226,359,342,149,73,1,3,0,0,3,3,7,927,226,0,2
5803,photo,26,0,1,26,0,0,0,0,0,1,3,2,27,26,0,2
5804,photo,22,3,0,22,0,0,0,0,0,1,3,2,25,22,0,2
5805,photo,46,10,1,46,0,0,0,0,0,1,3,2,57,46,0,2
5806,video,54,0,0,54,0,0,0,0,0,3,3,1,54,54,0,2
5807,video,335,2112,597,201,131,1,2,0,0,3,3,1,3044,335,0,1
5808,photo,13,1,0,13,0,0,0,0,0,1,2,3,14,13,0,2
5809,video,38,0,0,38,0,0,0,0,0,3,2,2,38,38,0,2
5810,video,223,1950,433,155,64,1,0,1,2,3,2,2,2606,220,3,2
5811,photo,14,0,0,13,1,0,0,0,0,1,2,1,14,14,0,2
5812,photo,11,0,0,11,0,0,0,0,0,1,2,1,11,11,0,2
5813,photo,13,0,0,13,0,0,0,0,0,1,2,1,13,13,0,2
5814,video,160,326,300,127,32,1,0,0,0,3,2,1,786,160,0,2
5815,photo,8,0,0,7,1,0,0,0,0,1,1,8,8,8,0,2
5816,photo,24,2,1,23,1,0,0,0,0,1,1,8,27,24,0,2
5817,photo,24,3,0,23,1,0,0,0,0,1,1,7,27,24,0,2
5818,video,36,0,0,35,1,0,0,0,0,3,1,7,36,36,0,2
5819,video,8,0,0,8,0,0,0,0,0,3,1,7,8,8,0,2
5820,video,269,783,357,146,117,1,3,1,1,3,1,7,1409,267,2,2
5821,photo,36,3,0,35,1,0,0,0,0,1,1,2,39,36,0,2
5822,photo,12,0,0,11,1,0,0,0,0,1,1,2,12,12,0,2
5823,video,135,245,133,66,64,1,4,0,0,3,1,2,513,135,0,2
5824,photo,22,0,0,22,0,0,0,0,0,1,1,1,22,22,0,2
5825,video,34,0,0,34,0,0,0,0,0,3,1,1,34,34,0,2
5826,video,230,1562,322,140,90,0,0,0,0,3,1,1,2114,230,0,2
5827,photo,50,0,0,44,0,0,6,0,0,1,0,11,50,50,0,2
5828,photo,19,0,0,18,1,0,0,0,0,1,0,9,19,19,0,2
5829,photo,15,0,0,14,1,0,0,0,0,1,0,8,15,15,0,2
5830,photo,13,1,0,12,1,0,0,0,0,1,0,8,14,13,0,2
5831,video,1,0,0,0,1,0,0,0,0,3,0,8,1,1,0,2
5832,video,182,443,135,91,89,2,0,0,0,3,0,8,760,182,0,2
5833,photo,24,0,0,22,2,0,0,0,0,1,0,8,24,24,0,2
5834,photo,33,0,1,32,1,0,0,0,0,1,0,7,34,33,0,2
5835,video,42,0,0,41,1,0,0,0,0,3,0,7,42,42,0,2
5836,video,249,1244,469,143,103,2,1,0,0,3,0,7,1962,249,0,2
5837,photo,17,0,0,17,0,0,0,0,0,1,0,2,17,17,0,2
5838,photo,19,0,2,19,0,0,0,0,0,1,0,2,21,19,0,2
5839,video,34,0,0,33,1,0,0,0,0,3,0,1,34,34,0,2
5840,video,322,1503,491,201,113,1,2,2,3,3,0,1,2316,317,5,2
5841,photo,9,0,0,9,0,0,0,0,0,1,6,9,9,9,0,0
5842,photo,43,2,0,43,0,0,0,0,0,1,6,8,45,43,0,0
5843,video,385,1651,489,230,146,2,4,2,1,3,6,7,2525,382,3,0
5844,photo,38,3,1,38,0,0,0,0,0,1,6,2,42,38,0,0
5845,video,40,0,0,40,0,0,0,0,0,3,6,2,40,40,0,0
5846,video,166,1199,348,131,35,0,0,0,0,3,6,2,1713,166,0,0
5847,photo,17,1,0,17,0,0,0,0,0,1,6,1,18,17,0,0
5848,photo,23,0,0,23,0,0,0,0,0,1,6,1,23,23,0,0
5849,video,8,0,0,7,1,0,0,0,0,3,6,1,8,8,0,0
5850,video,169,293,195,99,69,0,1,0,0,3,6,1,657,169,0,0
5851,photo,23,4,0,23,0,0,0,0,0,1,5,8,27,23,0,0
5852,photo,17,1,0,17,0,0,0,0,0,1,5,8,18,17,0,0
5853,photo,28,0,3,28,0,0,0,0,0,1,5,8,31,28,0,0
5854,photo,50,3,0,50,0,0,0,0,0,1,5,8,53,50,0,0
5855,video,79,0,0,79,0,0,0,0,0,3,5,7,79,79,0,0
5856,video,219,1172,274,114,104,1,0,0,0,3,5,7,1665,219,0,0
5857,photo,24,0,0,24,0,0,0,0,0,1,5,7,24,24,0,0
5858,photo,29,4,0,29,0,0,0,0,0,1,5,7,33,29,0,0
5859,video,85,0,0,84,1,0,0,0,0,3,5,7,85,85,0,0
5860,video,185,519,301,134,46,0,4,1,0,3,5,7,1005,184,1,0
5861,photo,14,0,0,14,0,0,0,0,0,1,5,2,14,14,0,0
5862,video,193,800,336,126,64,0,3,0,0,3,5,2,1329,193,0,0
5863,photo,13,1,0,13,0,0,0,0,0,1,5,1,14,13,0,0
5864,photo,50,1,0,49,1,0,0,0,0,1,5,1,51,50,0,0
5865,video,206,525,265,147,56,0,3,0,0,3,5,1,996,206,0,0
5866,video,46,0,0,46,0,0,0,0,0,3,4,8,46,46,0,0
5867,video,151,667,195,106,45,0,0,0,0,3,4,8,1013,151,0,0
5868,photo,31,3,0,30,1,0,0,0,0,1,4,7,34,31,0,0
5869,photo,32,1,0,32,0,0,0,0,0,1,4,7,33,32,0,0
5870,video,255,505,187,168,80,5,1,0,1,3,4,7,947,254,1,0
5871,video,144,271,90,120,22,1,1,0,0,3,4,2,505,144,0,0
5872,photo,11,0,0,11,0,0,0,0,0,1,4,2,11,11,0,0
5873,video,9,0,0,9,0,0,0,0,0,3,4,2,9,9,0,0
5874,video,64,100,68,57,7,0,0,0,0,3,4,2,232,64,0,0
5875,photo,9,0,0,9,0,0,0,0,0,1,4,1,9,9,0,0
5876,photo,11,0,0,11,0,0,0,0,0,1,4,1,11,11,0,0
5877,video,27,0,0,27,0,0,0,0,0,3,4,1,27,27,0,0
5878,video,8,0,0,8,0,0,0,0,0,3,4,1,8,8,0,0
5879,video,253,1051,334,155,93,1,3,0,1,3,4,1,1638,252,1,0
5880,photo,35,2,1,35,0,0,0,0,0,1,3,8,38,35,0,2
5881,photo,26,1,1,25,1,0,0,0,0,1,3,7,28,26,0,2
5882,video,248,1382,299,182,65,0,1,0,0,3,3,7,1929,248,0,2
5883,photo,36,0,0,36,0,0,0,0,0,1,3,7,36,36,0,2
5884,video,180,307,217,153,25,0,1,0,1,3,3,7,704,179,1,2
5885,photo,28,0,0,28,0,0,0,0,0,1,3,2,28,28,0,2
5886,photo,45,6,2,43,1,1,0,0,0,1,3,1,53,45,0,2
5887,video,389,2798,564,233,152,0,2,0,2,3,3,1,3751,387,2,1
5888,photo,34,0,0,34,0,0,0,0,0,1,2,8,34,34,0,2
5889,photo,23,1,0,22,1,0,0,0,0,1,2,7,24,23,0,2
5890,photo,44,2,0,42,2,0,0,0,0,1,2,7,46,44,0,2
5891,video,520,2546,659,353,156,5,4,1,1,3,2,7,3725,518,2,1
5892,video,116,337,109,78,37,0,0,1,0,3,2,2,562,115,1,2
5893,photo,20,0,0,19,1,0,0,0,0,1,2,1,20,20,0,2
5894,video,339,1082,423,213,119,0,6,1,0,3,2,1,1844,338,1,2
5895,video,28,0,0,27,1,0,0,0,0,3,1,8,28,28,0,2
5896,video,156,286,76,108,42,0,6,0,0,3,1,8,518,156,0,2
5897,photo,42,0,0,40,2,0,0,0,0,1,1,8,42,42,0,2
5898,photo,15,0,0,14,1,0,0,0,0,1,1,7,15,15,0,2
5899,photo,38,1,0,37,1,0,0,0,0,1,1,7,39,38,0,2
5900,video,305,1415,418,186,117,1,1,0,0,3,1,7,2138,305,0,2
5901,video,15,0,0,14,1,0,0,0,0,3,1,2,15,15,0,2
5902,video,2,0,0,2,0,0,0,0,0,3,1,2,2,2,0,2
5903,video,4,0,0,4,0,0,0,0,0,3,1,2,4,4,0,2
5904,video,171,236,82,70,100,0,1,0,0,3,1,2,489,171,0,2
5905,photo,7,0,0,7,0,0,0,0,0,1,1,1,7,7,0,2
5906,video,9,0,0,9,0,0,0,0,0,3,1,1,9,9,0,2
5907,video,423,1661,584,266,152,0,2,1,2,3,1,1,2668,420,3,2
5908,video,22,2,0,22,0,0,0,0,0,3,0,8,24,22,0,2
5909,video,136,250,51,102,32,0,1,1,0,3,0,8,437,135,1,2
5910,photo,27,0,0,26,0,0,0,1,0,1,0,7,27,26,1,2
5911,video,15,0,0,15,0,0,0,0,0,3,0,7,15,15,0,2
5912,video,285,1293,295,167,111,1,5,0,1,3,0,7,1873,284,1,2
5913,video,128,200,63,59,67,1,1,0,0,3,0,2,391,128,0,2
5914,photo,18,1,0,18,0,0,0,0,0,1,0,1,19,18,0,2
5915,photo,5,0,0,5,0,0,0,0,0,1,0,1,5,5,0,2
5916,video,325,798,354,200,120,0,4,0,1,3,0,1,1477,324,1,2
5917,photo,17,4,1,17,0,0,0,0,0,1,6,8,22,17,0,0
5918,photo,15,0,0,15,0,0,0,0,0,1,6,8,15,15,0,0
5919,video,204,1200,307,162,39,1,2,0,0,3,6,8,1711,204,0,0
5920,photo,17,0,0,17,0,0,0,0,0,1,6,7,17,17,0,0
5921,video,186,325,253,109,71,0,3,1,2,3,6,7,764,183,3,0
5922,photo,18,0,0,18,0,0,0,0,0,1,6,2,18,18,0,0
5923,video,11,0,0,10,1,0,0,0,0,3,6,2,11,11,0,0
5924,video,129,299,117,100,26,1,1,1,0,3,6,2,545,128,1,0
5925,video,34,0,0,34,0,0,0,0,0,3,6,1,34,34,0,0
5926,video,297,1133,444,216,75,1,4,0,1,3,6,1,1874,296,1,0
5927,photo,19,0,0,19,0,0,0,0,0,1,5,8,19,19,0,0
5928,photo,18,0,1,18,0,0,0,0,0,1,5,8,19,18,0,0
5929,video,25,0,0,25,0,0,0,0,0,3,5,8,25,25,0,0
5930,video,260,1493,338,142,111,0,4,1,2,3,5,7,2091,257,3,0
5931,photo,24,0,0,24,0,0,0,0,0,1,5,7,24,24,0,0
5932,video,17,0,0,17,0,0,0,0,0,3,5,7,17,17,0,0
5933,video,148,390,210,123,24,1,0,0,0,3,5,7,748,148,0,0
5934,photo,7,0,0,7,0,0,0,0,0,1,5,2,7,7,0,0
5935,photo,17,0,0,17,0,0,0,0,0,1,5,2,17,17,0,0
5936,video,217,885,248,134,78,2,3,0,0,3,5,2,1350,217,0,0
5937,photo,25,0,0,25,0,0,0,0,0,1,5,1,25,25,0,0
5938,photo,29,2,0,28,0,1,0,0,0,1,5,1,31,29,0,0
5939,video,223,349,251,156,61,3,1,0,2,3,5,1,823,221,2,0
5940,photo,11,0,0,11,0,0,0,0,0,1,4,8,11,11,0,0
5941,photo,17,0,0,17,0,0,0,0,0,1,4,8,17,17,0,0
5942,photo,17,0,1,16,0,1,0,0,0,1,4,7,18,17,0,0
5943,video,23,0,0,23,0,0,0,0,0,3,4,7,23,23,0,0
5944,video,275,1113,431,168,105,0,1,1,0,3,4,7,1819,274,1,0
5945,photo,17,0,0,17,0,0,0,0,0,1,4,2,17,17,0,0
5946,photo,18,0,1,18,0,0,0,0,0,1,4,2,19,18,0,0
5947,photo,23,0,1,23,0,0,0,0,0,1,4,2,24,23,0,0
5948,video,300,1532,281,212,82,4,0,2,0,3,4,1,2113,298,2,0
5949,video,14,0,0,14,0,0,0,0,0,3,4,1,14,14,0,0
5950,video,212,306,303,125,85,1,1,0,0,3,4,1,821,212,0,0
5951,photo,29,2,0,29,0,0,0,0,0,1,3,8,31,29,0,2
5952,photo,17,0,0,17,0,0,0,0,0,1,3,7,17,17,0,2
5953,photo,25,1,0,24,1,0,0,0,0,1,3,7,26,25,0,2
5954,video,50,0,0,50,0,0,0,0,0,3,3,7,50,50,0,2
5955,video,306,1259,319,183,119,0,2,1,1,3,3,7,1884,304,2,2
5956,photo,36,2,0,34,0,0,0,2,0,1,3,4,38,34,2,2
5957,video,9,0,0,9,0,0,0,0,0,3,3,2,9,9,0,2
5958,photo,44,2,1,44,0,0,0,0,0,1,3,2,47,44,0,2
5959,photo,23,1,0,23,0,0,0,0,0,1,3,1,24,23,0,2
5960,video,314,1488,446,206,106,0,0,0,2,3,3,1,2248,312,2,2
5961,photo,20,0,1,19,1,0,0,0,0,1,2,8,21,20,0,2
5962,photo,20,0,0,19,0,1,0,0,0,1,2,8,20,20,0,2
5963,photo,18,0,0,18,0,0,0,0,0,1,2,8,18,18,0,2
5964,photo,31,0,0,30,0,1,0,0,0,1,2,7,31,31,0,2
5965,photo,24,2,1,24,0,0,0,0,0,1,2,7,27,24,0,2
5966,video,36,0,0,36,0,0,0,0,0,3,2,7,36,36,0,2
5967,video,413,1934,542,248,160,0,3,1,1,3,2,7,2889,411,2,1
5968,photo,9,1,1,9,0,0,0,0,0,1,2,2,11,9,0,2
5969,photo,26,0,0,25,1,0,0,0,0,1,2,1,26,26,0,2
5970,video,45,1,0,45,0,0,0,0,0,3,2,1,46,45,0,2
5971,video,331,1082,522,238,90,1,2,0,0,3,2,1,1935,331,0,2
5972,photo,30,8,0,30,0,0,0,0,0,1,1,8,38,30,0,2
5973,photo,15,2,0,15,0,0,0,0,0,1,1,8,17,15,0,2
5974,photo,23,1,1,23,0,0,0,0,0,1,1,8,25,23,0,2
5975,photo,17,2,0,17,0,0,0,0,0,1,1,7,19,17,0,2
5976,video,307,847,440,183,117,1,6,0,0,3,1,7,1594,307,0,2
5977,video,33,0,0,33,0,0,0,0,0,3,1,7,33,33,0,2
5978,video,128,229,229,112,16,0,0,0,0,3,1,7,586,128,0,2
5979,video,17,0,0,17,0,0,0,0,0,3,1,2,17,17,0,2
5980,photo,17,0,0,17,0,0,0,0,0,1,1,2,17,17,0,2
5981,video,17,0,0,17,0,0,0,0,0,3,1,2,17,17,0,2
5982,video,292,1194,379,150,133,0,9,0,0,3,1,2,1865,292,0,2
5983,photo,36,3,1,36,0,0,0,0,0,1,1,1,40,36,0,2
5984,video,248,592,302,160,85,0,3,0,0,3,1,1,1142,248,0,2
5985,video,172,1056,258,68,100,3,1,0,0,3,0,8,1486,172,0,2
5986,photo,10,1,0,10,0,0,0,0,0,1,0,8,11,10,0,2
5987,photo,13,1,1,13,0,0,0,0,0,1,0,7,15,13,0,2
5988,video,35,0,0,35,0,0,0,0,0,3,0,7,35,35,0,2
5989,video,275,625,491,161,114,0,0,0,0,3,0,7,1391,275,0,2
5990,photo,16,0,1,16,0,0,0,0,0,1,0,2,17,16,0,2
5991,photo,27,1,1,27,0,0,0,0,0,1,0,2,29,27,0,2
5992,photo,34,1,1,34,0,0,0,0,0,1,0,1,36,34,0,2
5993,photo,39,2,0,39,0,0,0,0,0,1,0,1,41,39,0,2
5994,video,30,1,0,30,0,0,0,0,0,3,0,1,31,30,0,2
5995,video,412,1680,553,255,153,2,2,0,0,3,0,1,2645,412,0,2
5996,photo,13,0,0,13,0,0,0,0,0,1,6,9,13,13,0,0
5997,photo,20,0,1,20,0,0,0,0,0,1,6,8,21,20,0,0
5998,photo,9,0,0,9,0,0,0,0,0,1,6,8,9,9,0,0
5999,video,272,339,158,156,112,3,1,0,0,3,6,8,769,272,0,0
6000,video,268,816,529,188,73,2,3,1,1,3,6,7,1613,266,2,0
6001,video,19,0,0,19,0,0,0,0,0,3,6,2,19,19,0,0
6002,video,249,1209,431,163,85,0,1,0,0,3,6,2,1889,249,0,0
6003,photo,10,1,0,10,0,0,0,0,0,1,6,2,11,10,0,0
6004,photo,13,0,0,13,0,0,0,0,0,1,6,2,13,13,0,0
6005,photo,40,2,0,40,0,0,0,0,0,1,6,1,42,40,0,0
6006,video,333,1307,492,233,96,1,2,0,1,3,6,1,2132,332,1,0
6007,video,207,391,259,127,77,2,0,1,0,3,5,8,857,206,1,0
6008,photo,27,2,0,27,0,0,0,0,0,1,5,7,29,27,0,0
6009,photo,38,4,0,38,0,0,0,0,0,1,5,7,42,38,0,0
6010,video,25,0,0,24,1,0,0,0,0,3,5,7,25,25,0,0
6011,video,407,1374,757,283,117,3,4,0,0,3,5,7,2538,407,0,0
6012,photo,12,0,0,12,0,0,0,0,0,1,5,2,12,12,0,0
6013,photo,9,1,0,8,1,0,0,0,0,1,5,2,10,9,0,0
6014,video,26,0,0,25,1,0,0,0,0,3,5,2,26,26,0,0
6015,video,241,383,257,106,135,0,0,0,0,3,5,2,881,241,0,0
6016,photo,3,0,0,3,0,0,0,0,0,1,5,2,3,3,0,0
6017,photo,15,3,0,15,0,0,0,0,0,1,5,1,18,15,0,0
6018,video,267,859,426,197,67,0,2,1,0,3,5,1,1552,266,1,0
6019,photo,23,1,0,23,0,0,0,0,0,1,4,8,24,23,0,0
6020,video,3,0,0,3,0,0,0,0,0,3,4,8,3,3,0,0
6021,video,10,0,0,10,0,0,0,0,0,3,4,8,10,10,0,0
6022,video,214,779,377,143,68,2,1,0,0,3,4,8,1370,214,0,0
6023,photo,5,1,0,5,0,0,0,0,0,1,4,8,6,5,0,0
6024,photo,11,0,0,10,1,0,0,0,0,1,4,7,11,11,0,0
6025,video,248,433,303,172,73,0,3,0,0,3,4,7,984,248,0,0
6026,photo,16,0,0,16,0,0,0,0,0,1,4,3,16,16,0,0
6027,photo,20,0,0,20,0,0,0,0,0,1,4,2,20,20,0,0
6028,video,212,1006,496,178,32,1,0,0,1,3,4,2,1714,211,1,0
6029,photo,14,0,0,14,0,0,0,0,0,1,4,1,14,14,0,0
